,cuerpo,fecha_hora,imagen,resumen,suplemento,titulo,url
100,"  En la pelea contra el efectivo y a favor del uso de medios de pago electrónicos, el Gobierno sumó un aliado importante. Desde esta semana la cadena Carrefour aceptará la billetera móvil PIM -desarrollada por el Banco Nación- como medio de pago en sus 594 sucursales de todo el país.Para impulsar el uso de PIM, Carrefour tentará a los usuarios con un descuento del 10% sobre toda la compra, que estará vigente todos los días hasta el 31 de diciembre próximo. Mirá también La ANSeS empieza a pagar planes sociales a través del celularPIM es el medio de pago que está motorizando el Gobierno, a través del principal banco público del país, para intentar sacar el dinero en efectivo de las calles. Es una billetera que funciona en todo tipo de celular, incluso en los denominados 2G -los más básicos- y la ANSeS quiere pagar planes sociales a través de este mecanismo. Mirá también El Banco Nación lanza una billetera telefónica para pagar planes sociales y atraer a los que no usan bancosDe hecho, a pedido de los beneficiarios, ya se pueden percibir vía PIM los planes Progresar (para estudiantes secundarios) y Hogar (para compra de garrafa social). Por el uso del PIM, los individuos no pagan comisiones.Para Carrefour, sería, sobre todo, una herramienta para poder competir contra los comercios chicos (almacenes, minimercados “chinos”) de zonas de bajo poder adquisitivo, donde el uso del dinero en efectivo está muy arraigado, precisamente porque dichos comercios no aceptan medios de pago como tarjetas de débito o crédito para evitar la mirada de la AFIP. Mirá también Lanzan otra billetera virtual con la mira en el mercado del efectivo y los planes socialesY también, claro, a Carrefour le sirve para agilizar su administración de dinero. Se calcula que el efectivo representa cerca del 30% de la facturación diaria de las grandes cadenas de supermercados. Pero hoy el costo de administrar esos billetes (contarlo, almacenarlo, custodiarlo y transportarlo) está más o menos parejo con lo que les cuesta a los hipermercados el pago de aranceles a las tarjetas de crédito.Hoy PIM ya cuenta con 260.000 usuarios adherentes y 22.000 comercios que lo aceptan como medio de pago. El Nación está avanzando en negociaciones con las grandes marcas, y están hoy en la etapa de poner a punto sus sistemas informáticos y de cobranza.  ", 10/10/2017 ,//images.clarin.com/2017/10/10/HkMbgsq2b_930x525.jpg,"El sistema de pago PIM que desarrolló el Banco Nación empieza a ser aceptado en los locales Carrefour. Para impulsar su uso, la cadena ofrece descuentos del 10%.",/economia/,La billetera móvil del Banco Nación llega a los hipermercados,http://www.clarin.com/economia/economia/billetera-movil-banco-nacion-llega-hipermercados_0_SJKVys9nZ.html
101,"  Las expectativas económicas continúan en alza. El mes pasado, crecieron 2 puntos respecto de agosto y 6 frente a septiembre de 2016, según un relevamiento mensual que realiza la consultora Kantar Worldpanel. Además, el cierre del tercer trimestre muestra un alza de 8 puntos en las expectativas de los argentinos respecto al primer semestre del año, remontando las caídas observadas principalmente en febrero y marzo de este año. Mirá también Índice de optimismo: sube la buena percepción política, la económica se mantieneAsí, septiembre cierra el tercer trimestre de mejora de las expectativas de la población y mantiene el pico de agosto respecto a los últimos 20 meses, y principalmente con relación al primer semestre 2017, en que los datos de consumo no lograron despegar. Así, la tendencia para el último trimestre resulta positiva.El trabajo se hizo sobre una muestra de 1200 casos a nivel nacional en 130 localidades entre el 15 de septiembre y el 26 de septiembre de 2017. Mirá también Federico Sturzenegger a empresarios de la construcción: ""No apelo a su patriotismo, apelo a que hagan negocios""En el Indice (IGEE) de septiembre se destacan los siguientes datos: * Las expectativas muestran una mejora en la percepción de la población, principalmente en la situación actual, aumentando el gap respecto a la percepción de la situación a futuro.* Se ve una mejora en cómo se percibe la situación laboral y económica respecto a meses anteriores.* La gente cree que es un buen momento para la compra de bienes durables, potencialmente impulsado por ofertas, esquema de cuotas y financiamientos.* En cuento a los bienes durables, los más optimistas son los más jóvenes y quienes viven en el conurbano bonaerense (que a su vez son más críticos en las restantes métricas).  ", 10/10/2017 ,//images.clarin.com/2017/10/10/r17en_5nW_930x525.jpg,Subieron 2 puntos frente a agosto y 6 contra el año pasado.,/economia/,Las expectativas económicas están en el pico de los últimos 20 meses,http://www.clarin.com/economia/economia/expectativas-economicas-pico-ultimos-20-meses_0_B1s9od93-.html
102,"  El Gobierno salió a afirmar que ""no"" hay ""coincidencias"" entre la política económica oficial y la impulsada por el menemismo en los '90, como había dicho el ex ministro de Economía Domingo Cavallo. ""La autorreferencia de mucha gente en la Argentina es un problema... Yo no encuentro coincidencias"", advirtió el jefe de Gabinete, Marcos Peña. En ese sentido, recordó que en la década del '90 hubo un ""cambio fijo que ancló y generó un problema que se fue agrandando con los años, que fue la Convertibilidad"". En cambio, ""ahora, con esta recuperación económica con cambio flexible, por primera vez se está logrando una salida de la crisis y del populismo económico sin esa muleta artificial que es pan para hoy y hambre para mañana"", comentó. En un reportaje al diario español El País, el ex funcionario menemista había ducho que ""hay una gran coincidencia entre la economía de Macri y la de los 90"" y que ""todos los que están (ahora) en el Gobierno trabajaron conmigo"". Mirá también Domingo Cavallo, provocativo: ""Hay una gran coincidencia entre Macri y los 90"" Según su visión, el Presidente y su equipo económico están ""muy orientados"", y consideró que a la actual gestión y la de Carlos Menem los enlaza ""una moneda estable y una economía con baja inflación"". En la entrevista, advirtió además que el presidente Mauricio Macri debe hacer un ajuste después de estas elecciones legislativas ya que, ""si lo posterga, le puede explotar en sus propias manos"". Mirá también Carlos Menem está muy cerca de una condena firme que lo puede alejar del Senado Cavallo reveló además que envía cada mes un informe al Banco Central, dirigido por Federico Sturzenegger, que fue su secretario de Política Económica en 2001: ""Sé que lo leen"". ""En los 90 pasamos de una economía cerrada, igual de la que heredó Macri, y la transformamos en una economía abierta. Por eso vinieron tantas inversiones y hubo ocho años consecutivos de crecimiento vigoroso, a tasas del 8% y 9%, con inflación prácticamente en cero"", afirmó. Mirá también Quién es Pedro Biscay, el ex director del Central que escrachó a Cavallo  ", 10/10/2017 ,//images.clarin.com/2017/06/09/SyzxcQOGZ_930x525.jpg,"Entre otras cosas, destacó hoy existe un tipo de cambio flexible y no fórmulas como la de la Convertibilidad, a la que consideró una muleta artificial que ""generó un problema"".",/economia/,"El Gobierno se desmarcó de Domingo Cavallo: ""No hay coincidencias con los '90""",http://www.clarin.com/economia/economia/gobierno-desmarco-domingo-cavallo-coincidencias-90_0_HJos4dcn-.html
103,"  Washington (corresponsal).- El Fondo Monetario Internacional (FMI) pronosticó que el crecimiento de la Argentina llegará al 2,5% en 2017 y será igual el año próximo, un alza basada en el aumento del consumo, la inversión y la obra pública. El reporte, además, vaticinó que la inflación a fines de 2017 será de 22,3% y para finales del 2018 la calcula en 16,7%. Mirá también Con fuerte presencia argentina, arranca la cumbre del FMI​En su tradicional informe sobre “Perspectivas Económicas globales” que lanzó esta mañana en la inauguración de la Asamblea anual del organismo en Washington, el FMI señaló en el capítulo argentino que el país crecería al ritmo del 2,5% “luego de un año de recesión” (el año pasado fue un -1,5%). Y que esto se debía al “aumento de los salarios que impulsan el consumo, la creciente inversión, apoyada por trabajo público, y un crecimiento de las exportaciones beneficiadas por una fuerte demanda externa”.Previsiones de crecimiento del Fondo Monetario Internacional de países seleccionados de America Latina y El Caribe - AFP / AFP / ANELLA RETA El organismo señala también que espera que el PBI “permanezca en 2,5% en 2018, mientras que la demanda interna continúa aumentando gradualmente en el marco de ajustadas políticas macroeconómicas debido a las mayores tasas de interés por el proceso de desinflación y el comienzo de la consolidación fiscal”. Las perspectivas para este y el año próximo fueron una y tres décimas mejor de lo vaticinado por el organismo en su informe de julio. Mirá también Para el FMI, Argentina tendrá uno de los crecimientos ""más altos"" de la región A nivel global, el FMI anunció que la economía mundial crecerá 3,6 en 2017 y 3,7% en 2018. En el ámbito regional, el organismo subió a 1,2% su previsión de crecimiento para América Latina y el Caribe en 2017, aunque advirtió sobre la disparidad entre los países, en particular, la esperada contracción de más de 10% de la economía de Venezuela. En otra buena noticia para la Argentina, el FMI vaticinó que Brasil saldrá la recesión: este año crecerá un 0,5 % y el próximo 1,5%. “Una gran cosecha y un impulso del consumo, incluyendo una medida que permitió a los trabajadores retirar ahorros de su fondo de indemnizaciones, condujeron a una revisión alcista de medio punto porcentual para 2017 en relación, pero la continua debilidad inversora y la creciente incertidumbre política llevaron a una revisión a la baja para 2018”, dijo.  ", 10/10/2017 ,//images.clarin.com/2017/10/10/H1UY4P5hZ_930x525.jpg,Ven un alza del consumo y de la inversión. ,/economia/,"El FMI sube la previsión de crecimiento de Argentina a 2,5 % en 2017 y 2018",http://www.clarin.com/economia/economia/fmi-sube-previsiones-crecimiento-argentina-2017-2018_0_SJrJ1D53-.html
104,"  El estadounidense Richard Thaler, ganador del Nobel de Economía por su trabajo en la economía del comportamiento, aseguró que gastará su premio ""de la forma más irracional posible"" y contó cómo se enteró que había ganado.En una rueda de prensa con alumnos y periodistas en la Universidad de Chicago, donde enseña hace más de 20 años, el economista comenzó diciendo que ""para hacer una buena Economía, hay que tener en cuenta que la gente es humana"". Mirá también Quién es el Nobel de Economía y cómo sus ideas ya se aplican en ArgentinaConsultado entonces sobre cómo gastaría el dinero del premio Nobel, aproximadamente unos US$ 1,1 millones, aseguró bromeando: ""Intentaré gastarlo de la forma más irracional posible"".El profesor, de 72 años, consideró ""muy divertida"" la pregunta, ya que se dedicó a investigar cómo las personas actúan a veces de forma irracional al tomar decisiones de carácter económico, teoría que desarrolló en el libro ""Nudge: Improving Decisions About Health, Wealth, and Happiness"".Al otorgarle el premio, la Real Academia Sueca de las Ciencias consideró que sus hallazgos empíricos y sus percepciones teóricas fueron ""decisivos"" para crear y expandir el campo de la economía conductual, con ""profundo impacto"" en áreas de la política y la investigación económica. Mirá también Nobel de Economía para un especialista en los efectos de la psicología en las finanzas y los mercadoDurante la rueda de prensa, Thaler contó además entre risas sobre cómo recibió la llamada de la Real Academia Sueca de las Ciencias para comunicarle que había sido galardonado.""Estaba dormido, muy dormido, la llamada llegó como a las cuatro de la mañana, mi mujer puede dar testimonio de eso. Y ellos me dijeron 'hagas lo que hagas, no se lo digas a nadie durante la próxima hora' ¡Como si hubiera mucha gente despierta a esas horas esperando a que les llames!"", bromeó. Mirá también Nobel de Economía: qué nombres suenan y a quiénes premiaron en los últimos añosTambién contó que lo invitaron a una ceremonia en Estocolmo y aseguró que, a diferencia del cantante Bob Dylan, premiado con el Nobel de Literatura en 2016, él sí tiene pensado presentarse.""El premio me compensa un poco por mi decepción en los Oscar hace dos años. No hay un premio para el mejor economista del comportamiento y eso es injusto, es algo que he estudiado un poco"", concluyó en tono de broma.  ", 10/10/2017 ,//images.clarin.com/2017/10/10/Byc3F8c2-_930x525.jpg,El economista estadounidense aseguró esto entre bromas en una conferencia de prensa en la Universidad de Chicago. Cómo se enteró que era el ganador.,/economia/,"Richard Thaler, el Nobel de Economía, dijo que gastará su premio de forma ""irracional""",http://www.clarin.com/economia/economia/nobel-economia-dijo-gastara-premio-forma-irracional_0_BkzwMUc3Z.html
105,"  Washington (corresponsal).- El Fondo Monetario Internacional (FMI) pronosticó que el crecimiento de la Argentina llegará al 2,5% en 2017 y será igual el año próximo, un alza basada en el aumento del consumo, la inversión y la obra pública. El reporte, además, vaticinó que la inflación a fines de 2017 será de 22,3% y para finales del 2018 la calcula en 16,7%. Mirá también Con fuerte presencia argentina, arranca la cumbre del FMI​En su tradicional informe sobre “Perspectivas Económicas globales” que lanzó esta mañana en la inauguración de la Asamblea anual del organismo en Washington, el FMI señaló en el capítulo argentino que el país crecería al ritmo del 2,5% “luego de un año de recesión” (el año pasado fue un -1,5%). Y que esto se debía al “aumento de los salarios que impulsan el consumo, la creciente inversión, apoyada por trabajo público, y un crecimiento de las exportaciones beneficiadas por una fuerte demanda externa”. El organismo señala también que espera que el PBI “permanezca en 2,5% en 2018, mientras que la demanda interna continúa aumentando gradualmente en el marco de ajustadas políticas macroeconómicas debido a las mayores tasas de interés por el proceso de desinflación y el comienzo de la consolidación fiscal”. Las perspectivas para este y el año próximo fueron una y tres décimas mejor de lo vaticinado por el organismo en su informe de julio. Mirá también Para el FMI, Argentina tendrá uno de los crecimientos ""más altos"" de la región A nivel global, el FMI anunció que la economía mundial crecerá 3,6 en 2017 y 3,7% en 2018. En el ámbito regional, el organismo subió a 1,2% su previsión de crecimiento para América Latina y el Caribe en 2017, aunque advirtió sobre la disparidad entre los países, en particular, la esperada contracción de más de 10% de la economía de Venezuela. En otra buena noticia para la Argentina, el FMI vaticinó que Brasil saldrá la recesión: este año crecerá un 0,5 % y el próximo 1,5%. “Una gran cosecha y un impulso del consumo, incluyendo una medida que permitió a los trabajadores retirar ahorros de su fondo de indemnizaciones, condujeron a una revisión alcista de medio punto porcentual para 2017 en relación, pero la continua debilidad inversora y la creciente incertidumbre política llevaron a una revisión a la baja para 2018”, dijo.  ", 10/10/2017 ,//images.clarin.com/2017/07/08/HkrGe9RVb_930x525.jpg,Ven un alza del consumo y de la inversión. ,/economia/,"El FMI sube previsiones de crecimiento de Argentina a 2,5 % en 2017 y 2018",http://www.clarin.com/economia/economia/fmi-sube-previsiones-crecimiento-argentina-2017-2018_0_HyYPhrqhW.html
106,"  OneClick, el revendedor autorizado de Apple, abrirá esta semana tres locales que ofrecerán todos los productos y accesorios de la marca de la manzana.  Desde OneClick dijeron a El Cronista que las tiendas que se abrirán son “las Apple Premium Reseller (APR), que son iguales a las que se pueden encontrar en Nueva York o Miami”. Mirá también Una falla en iOS 11 imposibilita utilizar una función clave del iPhone Según ese diario, la primera apertura será en el shopping Alto Rosario, la segunda será en el DOT y la tercera, el jueves, en Palermo Soho. La proyección es llegar a 40 locales en 2019, que demandarán unos US$ 32 millones. Además de la venta de todos los productos y accesorios de Apple (MacBook Pro, iMac, iPhone, iPad, AirPods, etc.), OneClick ofrecerá servicio técnico autorizado y clases particulares para optimizar el uso de los dispositivos de la marca. Mirá también Sony lanzará una nueva versión con inteligencia artificial de su perro-robot AIBO Según OneClick, estas clases se ajustarán a las necesidades de cada usuario, que podrá ir con una lista de consultas y dudas o armar un temario consensuado con el profesor. Desde la empresa aseguraron además a El Cronista que lo que favoreció la apertura fue que “el Gobierno bajó los aranceles para las computadoras”, algo que permitirá que los precios de venta estén “relativamente cerca de lo que se paga en Chile”. Sin embargo, aclararon que ""el problema son los impuestos, que encarecen mucho el producto"".  ", 10/10/2017 ,//images.clarin.com/2017/09/12/HkuhrjUqZ_930x525.jpg#1505306072427,"El revendedor autorizado, OneClick, ofrecerá todos los productos y accesorios de la marca de la manzana.",/economia/,Apple desembarca en Argentina con tres tiendas oficiales: dos en shoppings y una en Palermo Soho,http://www.clarin.com/economia/economia/abren-tiendas-productos-apple_0_r1dbsSc2W.html
107,"  Los trabajadores del Ingenio Ledesma de Jujuy iniciaron hoy una huelga por 48 horas al fracasar una nueva ronda de negociaciones salariales con la empresa.La protesta fue convocada por el Sindicato de Obreros y Empleados del Azúcar del Ingenio Ledesma (Soeail) en una asamblea celebrada anoche, cuando rechazó una nueva oferta de la empresa que fijaba un salario básico en 20.250 pesos, informaron fuentes sindicales.El gremio pretende que los obreros de la fabril más grande del norte argentino accedan a un salario básico de 21.600 pesos, al tiempo que reclama una serie de medidas para mejorar las condiciones de trabajo. Mirá también El ingenio Ledesma comenzó hoy una nueva zafra azucareraAl fracasar las negociaciones, los trabajadores resolvieron en asamblea una huelga por 48 horas a partir de hoy, con lo cual retomaron medidas de fuerza que semanas atrás se prolongaron por 21 días.""Atento a que no se llegó a una salarial mínima para el bienestar de las familias azucareras, se ratifica la continuidad de la huelga a partir de las 5 del día martes 10 de octubre"", señaló el dirigente sindical Rafael Vargas a Télam.Según el dirigente del Soeail, la última oferta de la empresa alcanzó a un básico de 20.250 pesos ""es decir 40 pesos más que la anterior, un nuevo ofrecimiento que fue mínimo"".Fuentes del Ingenio Ledesma ratificaron que la empresa no se sentará a negociar con el sindicato mientras haya medidas de fuerza.  ", 10/10/2017 ,//images.clarin.com/2017/05/11/HJaHLBfxb_930x525.jpg,"La empresa propuso $ 20.250 de sueldo básico, pero los empleados lo rechazaron.",/economia/,Los trabajadores de Ledesma paran por 48 horas por falta de acuerdo salarial,http://www.clarin.com/economia/economia/trabajadores-ledesma-paran-48-horas-falta-acuerdo-salarial_0_BJ_gh493Z.html
108,"  Desde el lanzamiento del programa la semana pasada, las inscripciones a los préstamos para vivienda Procrear Joven ya superaron los 124.700 registros, en su mayoría solteros, con ingresos formales y provenientes de Buenos Aires, la Ciudad y Santa Fe. Según los primeros datos oficiales, el 70% de los inscriptos es soltero, el 18,77% está unido de hecho, el 9,86% está casado, el 1,33% es divorciado y el 0,04% viudo. El rango etario es mayoritariamente de entre 24 y 35 años, con 51,47% de hombres y 48,53% de mujeres. Por lugares, la mayoría de inscriptos fueron de la provincia de Buenos Aires (52.335), la Ciudad (17.086), Santa Fe (12.568), Córdoba (11.917), Mendoza (6.036), Tucumán (3.526), Entre Ríos (3.399), Salta (2.532) y Neuquén (1.579). Mirá también El GPS de créditos hipotecarios: qué tipos de ofertas hay en el mercado Sobre el tipo de ingresos, el 68% tiene ingresos formales, 14% informales y 18% de ambos tipos. En el primer grupo, con ingresos informales, el 74,84% gana entre 2 y 3 sueldos mínimos, el 17,37% entre 3 y 4 sueldos mínimos y el 6,27% dos. En el segmento informal, el 63,04% gana entre 2 y 3 sueldos mínimos, el 28,87% entre 3 y 4 salarios, el 4,60% menos de dos y el 3,48% más que cuatro. Y entre quienes reciben ingresos de ambos tipos, el 64,01% gana entre 2 y 4 sueldos mínimos, el 31,64% entre 3 y 4 sueldos, el 3,33% más que 4 sueldos y el 1,01% menos de dos sueldos. El vicepresidente del Procrear, Ramón Lanús, explicó que la inscripción está abierta para jóvenes con trabajo formal y no registrado y que ""el ahorro durante el año será la condición necesaria para crear los antecedentes bancarios requeridos”. Además, recordó que ""hasta el 15 de noviembre se podrá hacer la inscripción desde la página web del Procrear” y que “durante ese período se hará la elección de los 40.000 postulantes que serán los beneficiarios del subsidio"". Mirá también Crecen los créditos UVA: en septiembre otorgaron $ 8.373 millones, 17% más que en agostoRequisitos y plazos El programa lanzado la semana pasada abre la posibilidad para que puedan adquirir un crédito hipotecario para primera vivienda los jóvenes entre 18 y 35 años que tengan ingresos de entre 2 y 4 Salarios Mínimos Vitales y Móviles (entre 17.720 y 35.440 pesos), ya sea a través de un trabajo formal o no registrado. El plan contempla 40.000 beneficiarios que deberán ahorrar durante doce meses en un plazo fijo UVA al menos el 5% del valor de una propiedad nueva o usada de hasta 60 mil UVAs ($ 1,2 millón) y recibirán un subsidio no reembolsable de hasta 12.000 UVAs ($ 240.000). Mirá también Procrear Joven: en dos días se inscribieron 65.100 personas Las inscripciones podrán hacerse hasta el 15 de noviembre inclusive en www.argentina.gob.ar/procrear y los beneficiarios serán seleccionados por puntaje (tendrán mayor puntuación quienes tengan hijos, familiares con algún tipo de discapacidad, o se hayan anotado en algún llamado anterior). Finalizada la etapa de inscripción, el Gobierno chequeará la información recibida y armará un ranking con los 40.000 solicitantes que podrán iniciar el proceso. El primer paso será acumular, durante un año, un ahorro de al menos $ 60.000 y un máximo de $ 360.000. Mirá también Restablecen la web para los créditos Procrear Joven tras colapsar por la cantidad de consultas Luego, el Estado entregará un subsidio por el doble de lo ahorrado, con un tope máximo de $ 240.000. La diferencia entre la suma ahorro/subsidio y $ 1.200.000 (el precio máximo de la propiedad a financiar) será el crédito UVA que deberá solicitar el adjudicatario. Los créditos Procrear, que exigen un ahorro inicial del 10% de la propiedad, ya permitieron la escrituración a 8.459 familias desde su lanzamiento en noviembre y hay otros 2.700 adjudicatarios en proceso de completar los trámites. Según datos de la Secretaría de Vivienda, la provincia registró el 46% de esas hipotecas. La cuota promedio de los créditos otorgados hasta ahora fue de $ 4.500 y el ingreso promedio de los solicitantes fue de $ 23.500, equivalente a 2,6 salarios mínimos. Mirá también Procrear Joven: Arranca la inscripción para los nuevos créditos Con estos créditos, se están comprando casas de un valor promedio de un $ 1,1 millón. El subsidio promedio es de $ 322.000, el valor de los créditos otorgados de $ 620.000 y el ahorro previo exigido de $ 150.000 (el 15% de la propiedad).  ", 10/10/2017 ,//images.clarin.com/2017/01/29/B10OgZ2wg_930x525.jpg,"El programa ya registra 124.700 anotados desde su lanzamiento la semana pasada, en su mayoría de Buenos Aires, la Ciudad y Santa Fe.",/economia/,"Solteros y en blanco, la mayoría de los inscriptos en el Procrear Joven",http://www.clarin.com/economia/economia/procrear-joven-124-000-inscriptos-mayoria-solteros-ingresos-blanco_0_rJhuG45hZ.html
109,"  La automotriz General Motors anunciará esta semana que comenzará a producir en el país un nuevo modelo en la planta que posee en General Alvear, en las afueras de Rosario, como había anticipado Clarín. El proyecto demandará un nuevo proceso de inversión cuyo monto será confirmado durante la visita que el presidente Mauricio Macri realizará a la fábrica.El acto de lanzamiento está previsto para el jueves en la planta en la que la compañía actualmente produce los modelos Cruze Sedán y Cruze Hatchback, para lo cual realizó desde 2012 una inversión de 750 millones de dólares con el denominado Proyecto Fénix. El nuevo modelo utilizará esa plataforma y algunos especulan con que podría ser un utilitario deportivo (SUV). Mirá también Chevrolet dice que ""pronto"" podría definir su inversión en RosarioAl acto del jueves está prevista la presencia del presidente Macri y del gobernador de Santa Fe, Miguel Lifschitz.En ese marco, las autoridades de General Motors darán a conocer los detalles del nuevo modelo y el monto de inversión proyectado.General Motors comercializa en el país su gama de vehículos bajo la marca Chevrolet con el cual tiene en el mercado local una participación del 14,7 por ciento del total de unidades patentadas en el acumulado del corriente año.  ", 10/10/2017 ,//images.clarin.com/2016/07/13/r14n3bkNl_930x525.jpg,"Será el jueves, con la presencia de Mauricio Macri. Será un vehículo de alta gama.",/economia/,General Motors anuncia la fabricación de un nuevo modelo en su planta de Rosario,http://www.clarin.com/economia/economia/general-motors-anuncia-fabricacion-nuevo-modelo-planta-rosario_0_SkSkbVcnb.html
110,"  Es una mezcla ideal para ansiosos. Un fabricante de Hong Kong creó un diminuto teléfono celular que también funciona como fidget spinner, el juguete que supo ser furor meses atrás. Mirá también Frenan la producción de un altavoz inteligente para niños por problemas con la privacidadEl dispositivo no tiene aplicaciones ni sistema operativo, pero sí permite navegar por Internet y tiene conexión Bluetooth.  Cargando video...  Fabricado por la empresa Chilli Internacional, el curioso invento tiene una pantalla de 1,4 pulgadas, viene en seis colores, y cuenta con una memoria interna de 32 MB (se puede expandir a 8 GB con una tarjeta SD).Su precio es de 20 dólares y por el momento solo se vende en la India.Sin embargo, según publica el sitio The Verge, se pueden conseguir replicas en tiendas como Amazon a un precio similar. Mirá también Una falla en iOS 11 imposibilita utilizar una función clave del iPhone  ", 10/10/2017 ,//images.clarin.com/2017/10/10/By3wHOcnW_930x525.jpg,"Tiene una pantalla de 1,4 pulgadas y viene en seis colores. Cuánto cuesta y cuáles son sus características.",/tecnologia/,Un diminuto celular que también es Spinner,http://www.clarin.com/tecnologia/diminuto-celular-spinner_0_S1y_zv93b.html
111,"  La plataforma de almacenamiento en la nube Google Drive dejará de existir en marzo del 2018. Para evitar que más de 800 millones de usuarios entren en pánico, el gigante tecnológico confirmó su reemplazo: Drive File Stream, una nueva forma de acceso a tus archivos.  Mirá también La aplicación de Google Drive para PC y Mac dejará de existir en 2018En julio pasado, Google dijo que consolidaría sus aplicaciones de sincronización de archivos de escritorio para Google Drive y Google Photos en una sola denominada Back up and Sync (Copia de seguridad y sincronización) antes de cesar el soporte para las versiones más antiguas de dichas apps en Mac y PC.Unos meses más tarde, el 26 de septiembre, el final de Google Drive comenzó cuando la compañía puso en marcha una nueva versión de escritorio que marca el final de la interfaz, no así el funcionamiento del servicio de almacenamiento. Google le puso fin a Drive, la plataforma de almacenamiento en la nube (AP Photo/Matt Rourke, File)Entre las novedades destacadas de File Stream, idéntica en funcionamiento a Drive, es que permite acceder directamente a los documentos almacenados desde la computadora de cada usuario y no desde una página web asociada al navegador de Google. Mirá también Google quitó de Android Oreo una función clave para instalar aplicacionesDrive File Stream estaba disponible hasta la fecha solo para empresa, pero actualmente ya fue liberada para el gran público. Entre sus características permite alternar cuentas, como sucedía en Google Drive, y funciona sin inconvenientes tanto en iOS como en Android. Mirá también Consejos para no perder las fotos ni los contactos al cambiar de celularLos usuarios tendrán hasta marzo para realizar la migración de un sistema a otro. Eso sí, Google dejará de dar soporte a Drive el 11 de diciembre de este año.  ", 10/10/2017 ,//images.clarin.com/2017/10/10/HkPJCwchZ_930x525.jpg,Los detalles de la nueva app de almacenamiento.,/tecnologia/,No más Google Drive: dejan de darle soporte y presentan a su reemplazante,http://www.clarin.com/tecnologia/google-drive-cancelan-servicio-presentan-reemplazante_0_HknS3U9h-.html
112,,,,,/tecnologia/,,http://www.clarin.com/tecnologia/frenan-produccion-altavoz-inteligente-ninos-problemas-privacidad_0_SyrDsSq3W.html
113,"  El último sistema operativo iOS 11 no deja de darles problemas al gigante tecnológico de Cupertino, California. Primero fue el consumo excesivo de la batería y, ahora, una falla que afecta a la pantalla de bloqueo del iPhone, así lo aseguró el jefe de ingeniería de Apple, Craig Federighi.Las alarmas se dispararon a raíz del correo electrónico que un usuario le envió a Federighi y que cobró notoriedad luego de haber sido publicado por el sitio especializado MacRumors. Mirá también Apple investiga si la batería del iPhone 8 se hincha y deforma el teléfono""Desde que iOS 11 se lanzó como una beta, la capacidad de invocar el Centro de Notificaciones desde el centro de la pantalla con Fácil alcance se eliminó. Esta era una función increíblemente útil, ya que no había que tratar torpemente de llevar el pulgar hasta la parte superior"", señaló el usuario. Craig, por su parte, contestó con un breve ""Estamos arreglándolo!"". La interfaz del iOS 11 en un iPhone X. (AP Photo/Marcio Jose Sanchez, File)Esta función, llamada Fácil alcance, cuenta con un par de problemas: resulta imposible acceder desde allí al Centro de Notificaciones, como así también no podemos acceder Fácil alcance desde el Centro de Notificaciones. Básicamente, el usuario no puede gestionar cómodamente las notificaciones con una sola mano como antes. Mirá también Microsoft oficializó la ""muerte"" de Windows para celularesEn la versión anterior, iOS 10, cuando se utilizaba un gesto similar, un golpe hacia abajo en el centro de la pantalla justo encima de la línea de la aplicación hacía caer el Centro de Notificación. Con la llegada de iOS 11, el Centro de notificación y la pantalla de bloqueo se unificaron, por lo que un desplazamiento hacia abajo en el centro de la pantalla del iPhone debería bajar la cubierta de la pantalla de bloqueo para mostrar las notificaciones del usuario. Mirá también Sony lanzará una nueva versión con inteligencia artificial de su perro-robot AIBOHasta el momento se desconoce cuándo Apple corregirá este nuevo error de iOS 11. A diferencia de lo que muchos esperaban, la solución aún no está disponible en iOS 11.1 beta 2, que se publicó ayer por la noche, así que los usuarios de iPhone deberán seguir esperando.   ", 10/10/2017 ,//images.clarin.com/2017/09/19/r1lXp50cZ_930x525.jpg,"Se trata de Fácil alcance, que facilitaba el acceso a las notificaciones en pantalla.",/tecnologia/,Una falla en iOS 11 imposibilita utilizar una función clave del iPhone,http://www.clarin.com/tecnologia/falla-ios-11-imposibilita-utilizar-funcion-clave-iphone_0_Hkj8gVqnZ.html
